studyId,siteName,isPoly,latDD (float),lonDD (float),polyWKT (string),collectionYear,latestYear,earliestYear,genus,species,subspecies,auth,studyTitle (string),investigators (string),webLocation (string),added
database_itrdb_cana130,Wood Buffalo National Park Site RL,FALSE,59.8,-112.17,,1989,1989,1846,Picea,glauca,,(Moench) Voss,Larsen - Wood Buffalo National Park Site RL - PCGL - ITRDB CANA130,"Larsen, C.; Szeicz, J.M.; Hutton, M.",https://doi.org/10.25921/atey-6v70,FALSE
database_itrdb_cana131,Wood Buffalo National Park Site BR,FALSE,59.12,-112.18,,1989,1989,1866,Picea,glauca,,(Moench) Voss,Larsen - Wood Buffalo National Park Site BR - PCGL - ITRDB CANA131,"Larsen, C.; Szeicz, J.M.; Hutton, M.",https://doi.org/10.25921/9pvm-m807,FALSE
database_itrdb_cana138,Campbell Dolomite Upland,FALSE,68.27,-133.33,,1992,1992,1060,Picea,glauca,,(Moench) Voss,Szeicz - Campbell Dolomite Upland - PCGL - ITRDB CANA138,"Szeicz, J.M.; MacDonald, G.M.; Lundberg, J.",https://doi.org/10.25921/vqjp-rr19,FALSE
database_itrdb_cana154,Franklin Mountains,FALSE,65.33,-126.68,,1983,1983,1625,Picea,glauca,,(Moench) Voss,Jacoby - Franklin Mountains - PCGL - ITRDB CANA154,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/2d2a-x430,FALSE
database_itrdb_cana155,Hornby Cabin,FALSE,64.03,-103.87,,1984,1984,1491,Picea,glauca,,(Moench) Voss,Jacoby - Hornby Cabin - PCGL - ITRDB CANA155,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/5nh2-vy87,FALSE
database_itrdb_cana156,MacKenzie Mountains,FALSE,65,-127.83,,1984,1984,1626,Picea,glauca,,(Moench) Voss,Jacoby - MacKenzie Mountains - PCGL - ITRDB CANA156,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/jahg-1k42,FALSE
database_itrdb_cana157,Twisted Tree Heartrot Hill,FALSE,65,-138.33,,1992,1992,1530,Picea,glauca,,(Moench) Voss,Jacoby - Twisted Tree Heartrot Hill - PCGL - ITRDB CANA157,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/8kdc-0793,FALSE
database_itrdb_cana158,Churchill Composite,FALSE,58.72,-94.07,,1982,1982,1650,Picea,glauca,,(Moench) Voss,Jacoby - Churchill Composite - PCGL - ITRDB CANA158,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/w7ye-h382,FALSE
database_itrdb_cana159,Castle Peninsula,FALSE,56.17,-76.55,,1982,1982,1663,Picea,glauca,,(Moench) Voss,Jacoby - Castle Peninsula - PCGL - ITRDB CANA159,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/epnm-ye93,FALSE
database_itrdb_cana160,Nutak,FALSE,57.5,-61.75,,1996,1996,1700,Picea,glauca,,(Moench) Voss,D'Arrigo - Nutak - PCGL - ITRDB CANA160,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/d4j5-7t98,FALSE
database_itrdb_cana172,Campbell Dolomite Upland B fos.,FALSE,68.27,-133.33,,1828,1828,1175,Picea,glauca,,(Moench) Voss,Schweingruber - Campbell Dolomite Upland B fos. - PCGL - ITRDB CANA172,"Schweingruber, F.H.",https://doi.org/10.25921/jc80-q251,FALSE
database_itrdb_cana173,Campbell Dolomite Upland B,FALSE,68.27,-133.33,,1992,1992,1466,Picea,glauca,,(Moench) Voss,Schweingruber - Campbell Dolomite Upland B - PCGL - ITRDB CANA173,"Schweingruber, F.H.",https://doi.org/10.25921/k802-2k77,FALSE
database_itrdb_cana209,Eyeglass Lake,FALSE,57.92,-61.6,,2001,2001,1713,Picea,glauca,,(Moench) Voss,Buckley - Eyeglass Lake - PCGL - ITRDB CANA209,"Buckley, B.M.; D'Arrigo, R.D.",https://doi.org/10.25921/3fyj-9v30,FALSE
database_itrdb_cana210,Medusa Bay,FALSE,56.92,-61.5,,1997,1997,1634,Picea,glauca,,(Moench) Voss,Buckley - Medusa Bay - PCGL - ITRDB CANA210,"Buckley, B.M.; D'Arrigo, R.D.",https://doi.org/10.25921/21ny-tp12,FALSE
database_itrdb_cana270,"White Spruce Upland, Churchill MB",FALSE,58.62,-93.8,,2006,2006,1743,Picea,glauca,,(Moench) Voss,"Mamet - White Spruce Upland, Churchill MB - PCGL - ITRDB CANA270","Mamet, S.D.; Kershaw, G.P.",https://doi.org/10.25921/ta2m-sa41,FALSE
database_itrdb_cana274,"NFOR, Wapusk National Park, Manitoba",FALSE,58.53,-93.47,,2003,2003,1743,Picea,glauca,,(Moench) Voss,"Mamet - NFOR, Wapusk National Park, Manitoba - PCGL - ITRDB CANA274","Mamet, S.D.; Kershaw, G.P.",https://doi.org/10.25921/8wbs-7461,FALSE
database_itrdb_cana277,"TUND, Wapusk National Park, Manitoba",FALSE,57.95,-93.22,,2004,2004,1771,Picea,glauca,,(Moench) Voss,"Mamet - TUND, Wapusk National Park, Manitoba - PCGL - ITRDB CANA277","Mamet, S.D.; Kershaw, G.P.",https://doi.org/10.25921/25f7-f875,FALSE
database_itrdb_cana279,"SFOR, Wapusk National Park, Manitoba",FALSE,57.32,-93.03,,2004,2004,1729,Picea,glauca,,(Moench) Voss,"Mamet - SFOR, Wapusk National Park, Manitoba - PCGL - ITRDB CANA279","Mamet, S.D.; Kershaw, G.P.",https://doi.org/10.25921/d280-m204,FALSE
database_itrdb_cana295,Bison,FALSE,61.7,-116.95,,2008,2008,1933,Picea,glauca,,(Moench) Voss,Bunn - Bison - PCGL - ITRDB CANA295,"Bunn, A.G.; Lloyd, A.H.; Berner, L.T.",https://doi.org/10.25921/fz0r-p032,FALSE
database_itrdb_cana296,Falls,FALSE,61.2,-120,,2008,2008,1819,Picea,glauca,,(Moench) Voss,Bunn - Falls - PCGL - ITRDB CANA296,"Bunn, A.G.; Lloyd, A.H.; Berner, L.T.",https://doi.org/10.25921/csz8-6n41,FALSE
database_itrdb_cana298,No Map Lake,FALSE,60.0333,-119.05,,2008,2008,1903,Picea,glauca,,(Moench) Voss,Bunn - No Map Lake - PCGL - ITRDB CANA298CANA298,"Bunn, A.G.; Lloyd, A.H.; Berner, L.T.",https://doi.org/10.25921/r43b-1x16,FALSE
database_itrdb_cana309,Tombolo,FALSE,56,-61,,1988,1988,1517,Picea,glauca,,(Moench) Voss,D'Arrigo - Tombolo - PCGL - ITRDB CANA309,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/7d2c-zd02,FALSE
database_itrdb_cana310,Napaktok Bay Spruce/Napaktok Woods,FALSE,57.15,-62.3,,1996,1996,1550,Picea,glauca,,(Moench) Voss,D'Arrigo - Napaktok Bay Spruce/Napaktok Woods - PCGL - ITRDB CANA310,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/bsgz-n330,FALSE
database_itrdb_cana311,Salt Water Pond,FALSE,56.5167,-61.9167,,1998,1998,1526,Picea,glauca,,(Moench) Voss,D'Arrigo - Salt Water Pond - PCGL - ITRDB CANA311,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/q8qm-w256,FALSE
database_itrdb_cana312,Pistolet Bay,FALSE,55.4167,-61.3167,,1997,1997,1548,Picea,glauca,,(Moench) Voss,D'Arrigo - Pistolet Bay Spruce - PCGL - ITRDB CANA312,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/g3s1-ks11,FALSE
database_itrdb_cana313,Ittyhauk Bay,FALSE,56,-61,,1998,1998,1689,Picea,glauca,,(Moench) Voss,D'Arrigo - Ittyhauk Bay - PCGL - ITRDB CANA313,"D'Arrigo, R.D.; Buckley, B.M.; Jacoby, G.C.",https://doi.org/10.25921/q9g2-nm90,FALSE
database_itrdb_cana315,Firth River Yukon,FALSE,68.7833,-142.35,,2002,2002,1067,Picea,glauca,,(Moench) Voss,Jacoby - Firth River Yukon - PCGL - ITRDB CANA315,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.",https://doi.org/10.25921/5n2f-ng20,FALSE
database_itrdb_cana318,Thelon,FALSE,64.0333,-103.8667,,2004,2004,1288,Picea,glauca,,(Moench) Voss,Jacoby - Thelon - PCGL - ITRDB CANA318,"Jacoby, G.C.; D'Arrigo, R.D.",https://doi.org/10.25921/ph8v-2c22,FALSE
database_itrdb_cana319,Eagle Fecal/Horton River,FALSE,69.5,-127.8333,,1994,1994,993,Picea,glauca,,(Moench) Voss,Jacoby - Eagle Fecal/Horton River - PCGL - ITRDB CANA319,"Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.; Wiles, G.",https://doi.org/10.25921/cbt2-6y95,FALSE
database_itrdb_cana320,Ptarmigan,FALSE,69.5,-127.8333,,1994,1994,1426,Picea,glauca,,(Moench) Voss,Jacoby - Ptarmigan - PCGL - ITRDB CANA320,"Jacoby, G.C.; D'Arrigo, R.D.; Wiles, G.",https://doi.org/10.25921/4r1d-eg29,FALSE
database_itrdb_cana321,Ptarmigan,FALSE,69.5,-127.8333,,1993,1993,1175,Picea,glauca,,(Moench) Voss,Jacoby - Eagle Fecal/Ptarmigan Merge - PCGL - ITRDB CANA321,"Jacoby, G.C.; D'Arrigo, R.D.; Wiles, G.",https://doi.org/10.25921/4b9m-qb70,FALSE
database_itrdb_russ014,Esso Village Kamchatka,FALSE,55.9,158.8,,1983,1983,1690,Larix,gmelinii,,(Rupr.) Kuzen.,Shiyatov - Esso Village Kamchatka - LAGM - ITRDB RUSS014,"Shiyatov, S.G.",https://doi.org/10.25921/ap34-sv93,FALSE
database_itrdb_russ015,Tolbachek Volcano Kamchatka,FALSE,55.82,160.17,,1983,1983,1710,Larix,gmelinii,,(Rupr.) Kuzen.,Shiyatov - Tolbachek Volcano Kamchatka - LAGM - ITRDB RUSS015,"Shiyatov, S.G.",https://doi.org/10.25921/x49r-fx24,FALSE
database_itrdb_russ019,Lukunska River,FALSE,72.5,105.17,,1997,1997,1580,Larix,gmelinii,,(Rupr.) Kuzen.,Jacoby - Lukunska River - LAGM - ITRDB RUSS019,"Jacoby, G.C.; Frank, D.C.; Pederson, N.; Lovelius, N.; Shumilov, O.",https://doi.org/10.25921/9vsb-3m50,FALSE
database_itrdb_russ024,Kotuykan River B,FALSE,70.6,104.25,,1990,1990,1563,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kotuykan River B - LAGM - ITRDB RUSS024,"Schweingruber, F.H.",https://doi.org/10.25921/xdbx-s906,FALSE
database_itrdb_russ025,Olenok River,FALSE,69.78,119.12,,1990,1990,1482,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Olenok River - LAGM - ITRDB RUSS025,"Schweingruber, F.H.",https://doi.org/10.25921/q2sz-y826,FALSE
database_itrdb_russ029,Ikon River,FALSE,70.52,89.5,,1990,1990,1657,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ikon River - LAGM - ITRDB RUSS029,"Schweingruber, F.H.",https://doi.org/10.25921/f87r-2n62,FALSE
database_itrdb_russ048,Olenjok,FALSE,68.6,112.25,,1990,1990,1450,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Olenjok - LAGM - ITRDB RUSS048,"Schweingruber, F.H.",https://doi.org/10.25921/0hbs-6125,FALSE
database_itrdb_russ054,Moma River,FALSE,65.88,145.3,,1991,1991,1591,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Moma River - LAGM - ITRDB RUSS054,"Schweingruber, F.H.",https://doi.org/10.25921/sjw5-6050,FALSE
database_itrdb_russ059,Uel-Siktjach river,FALSE,69.28,125.33,,1990,1990,1694,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Uel-Siktjach river - LAGM - ITRDB RUSS059,"Schweingruber, F.H.",https://doi.org/10.25921/kby3-1955,FALSE
database_itrdb_russ063,Ayandina River,FALSE,68.42,143.17,,1991,1991,1553,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ayandina River - LAGM - ITRDB RUSS063,"Schweingruber, F.H.",https://doi.org/10.25921/evmt-ps03,FALSE
database_itrdb_russ065,Kuonamka River (trocken),FALSE,69.77,112.82,,1990,1990,1564,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kuonamka River (trocken) - LAGM - ITRDB RUSS065,"Schweingruber, F.H.",https://doi.org/10.25921/5v04-2936,FALSE
database_itrdb_russ066,Khandiga River,FALSE,62.47,137.75,,1990,1990,1568,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Khandiga River - LAGM - ITRDB RUSS066,"Schweingruber, F.H.",https://doi.org/10.25921/t53b-1s22,FALSE
database_itrdb_russ069,Kuonamka River (feucht),FALSE,69.77,112.82,,1990,1990,1830,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kuonamka River (feucht) - LAGM - ITRDB RUSS069,"Schweingruber, F.H.",https://doi.org/10.25921/yz3e-6z49,FALSE
database_itrdb_russ070,Seimchan-river,FALSE,63.52,151.72,,1991,1991,1362,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Seimchan-river - LAGM - ITRDB RUSS070,"Schweingruber, F.H.",https://doi.org/10.25921/jv36-y686,FALSE
database_itrdb_russ076,Popigay,FALSE,71.9,111.03,,1990,1990,1625,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Popigay - LAGM - ITRDB RUSS076,"Schweingruber, F.H.",https://doi.org/10.25921/1k51-b754,FALSE
database_itrdb_russ077,Ary-Ongorbynf-River A,FALSE,71.7,118.58,,1990,1990,1708,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ary-Ongorbynf-River A - LAGM - ITRDB RUSS077,"Schweingruber, F.H.",https://doi.org/10.25921/xg1r-vh06,FALSE
database_itrdb_russ080,Novoja Rieka,FALSE,72.45,101.75,,1990,1990,1624,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Novoja Rieka - LAGM - ITRDB RUSS080,"Schweingruber, F.H.",https://doi.org/10.25921/e9gt-w192,FALSE
database_itrdb_russ087,Alagea River,FALSE,68.45,147.58,,1991,1991,1579,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Alagea River - LAGM - ITRDB RUSS087,"Schweingruber, F.H.",https://doi.org/10.25921/h033-xq30,FALSE
database_itrdb_russ088,Balshoia Anui,FALSE,66.22,165.42,,1991,1991,1492,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Balshoia Anui - LAGM - ITRDB RUSS088,"Schweingruber, F.H.",https://doi.org/10.25921/bxh9-ft09,FALSE
database_itrdb_russ089,Bulun river,FALSE,65.1,154.93,,1991,1991,1554,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Bulun river - LAGM - ITRDB RUSS089,"Schweingruber, F.H.",https://doi.org/10.25921/119a-j328,FALSE
database_itrdb_russ090,Ust Nera,FALSE,64.53,143.12,,1991,1991,1708,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ust Nera - LAGM - ITRDB RUSS090,"Schweingruber, F.H.",https://doi.org/10.25921/7pd1-a294,FALSE
database_itrdb_russ091,Rossocha River,FALSE,65.15,149.43,,1991,1991,1555,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Rossocha River - LAGM - ITRDB RUSS091,"Schweingruber, F.H.",https://doi.org/10.25921/bdmb-hd79,FALSE
database_itrdb_russ094,Ayakli River A,FALSE,69.53,97.53,,1990,1990,1540,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ayakli River A - LAGM - ITRDB RUSS094,"Schweingruber, F.H.",https://doi.org/10.25921/dhtr-qn62,FALSE
database_itrdb_russ102,Srednie-Kolymsk,FALSE,67.25,153.7,,1991,1991,1556,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Srednie-Kolymsk - LAGM - ITRDB RUSS102,"Schweingruber, F.H.",https://doi.org/10.25921/k5re-nk84,FALSE
database_itrdb_russ103,Sartan river,FALSE,64.93,132.93,,1991,1991,1564,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Sartan river - LAGM - ITRDB RUSS103,"Schweingruber, F.H.",https://doi.org/10.25921/wzxe-ah32,FALSE
database_itrdb_russ105,Bryungjade river,FALSE,63.62,141.35,,1991,1991,1583,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Bryungjade river - LAGM - ITRDB RUSS105,"Schweingruber, F.H.",https://doi.org/10.25921/faax-wc13,FALSE
database_itrdb_russ106,"Batagay,Chandon-river",FALSE,70.25,138.17,,1991,1991,1550,Larix,gmelinii,,(Rupr.) Kuzen.,"Schweingruber - Batagay,Chandon-river - LAGM - ITRDB RUSS106","Schweingruber, F.H.",https://doi.org/10.25921/bcph-9816,FALSE
database_itrdb_russ107,Cherskij,FALSE,68.8,163.05,,1991,1991,1538,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Cherskij - LAGM - ITRDB RUSS107,"Schweingruber, F.H.",https://doi.org/10.25921/5b1h-h642,FALSE
database_itrdb_russ108,Baraii River,FALSE,63.65,133.78,,1992,1992,1683,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Baraii River - LAGM - ITRDB RUSS108,"Schweingruber, F.H.",https://doi.org/10.25921/s4nj-vx80,FALSE
database_itrdb_russ110,"Verchoyansk,Cakker river",FALSE,67.83,130.83,,1991,1991,1669,Larix,gmelinii,,(Rupr.) Kuzen.,"Schweingruber - Verchoyansk,Cakker river - LAGM - ITRDB RUSS110","Schweingruber, F.H.",https://doi.org/10.25921/e7km-5w91,FALSE
database_itrdb_russ111,Shaguchan river,FALSE,63.58,148.28,,1991,1991,1688,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Shaguchan river - LAGM - ITRDB RUSS111,"Schweingruber, F.H.",https://doi.org/10.25921/097c-1r45,FALSE
database_itrdb_russ113,Tirekhtjakh river,FALSE,67.62,137.47,,1991,1991,1565,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Tirekhtjakh river - LAGM - ITRDB RUSS113,"Schweingruber, F.H.",https://doi.org/10.25921/vch4-0r48,FALSE
database_itrdb_russ114,Omoloya River,FALSE,70.95,132.98,,1991,1991,1496,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Omoloya River - LAGM - ITRDB RUSS114,"Schweingruber, F.H.",https://doi.org/10.25921/6fhc-da82,FALSE
database_itrdb_russ124,Balschaya Kamenka River,FALSE,71.33,93.83,,1990,1990,1569,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Balschaya Kamenka River - LAGM - ITRDB RUSS124,"Schweingruber, F.H.",https://doi.org/10.25921/b7pf-dm10,FALSE
database_itrdb_russ126,"Bilibina, Mali Anuj River",FALSE,67.47,167.67,,1991,1991,1432,Larix,gmelinii,,(Rupr.) Kuzen.,"Schweingruber - Bilibina, Mali Anuj River - LAGM - ITRDB RUSS126","Schweingruber, F.H.",https://doi.org/10.25921/n4yg-n171,FALSE
database_itrdb_russ128,Nuleger river,FALSE,71.22,127.43,,1990,1990,1391,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Nuleger river - LAGM - ITRDB RUSS128,"Schweingruber, F.H.",https://doi.org/10.25921/b9xq-3h25,FALSE
database_itrdb_russ132,Andryuschkine,FALSE,69.28,154.77,,1991,1991,1449,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Andryuschkine - LAGM - ITRDB RUSS132,"Schweingruber, F.H.",https://doi.org/10.25921/56ej-2w09,FALSE
database_itrdb_russ134,Majakit River/village,FALSE,61.28,151.95,,1994,1994,1338,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Majakit River/village - LAGM - ITRDB RUSS134,"Schweingruber, F.H.",https://doi.org/10.25921/c7y3-sv55,FALSE
database_itrdb_russ138,Julietta north,FALSE,61.17,153.97,,1994,1994,1547,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Julietta north - LAGM - ITRDB RUSS138,"Schweingruber, F.H.",https://doi.org/10.25921/yedy-kc22,FALSE
database_itrdb_russ141,Kubaka upper near timber,FALSE,63.67,159.95,,1994,1994,1586,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kubaka upper near timber - LAGM - ITRDB RUSS141,"Schweingruber, F.H.",https://doi.org/10.25921/f72a-0b69,FALSE
database_itrdb_russ142,"Tschokurdach, Ochotingna",FALSE,70.28,148.05,,1990,1990,1434,Larix,gmelinii,,(Rupr.) Kuzen.,"Schweingruber - Tschokurdach, Ochotingna - LAGM - ITRDB RUSS142","Schweingruber, F.H.",https://doi.org/10.25921/kxgc-s381,FALSE
database_itrdb_russ143,Kubaka right bank middle,FALSE,63.67,159.95,,1994,1994,1560,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kubaka right bank middle - LAGM - ITRDB RUSS143,"Schweingruber, F.H.",https://doi.org/10.25921/965d-bp93,FALSE
database_itrdb_russ144,Julietta south,FALSE,61.17,153.97,,1994,1994,1653,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Julietta south - LAGM - ITRDB RUSS144,"Schweingruber, F.H.",https://doi.org/10.25921/s4f4-jr90,FALSE
database_itrdb_russ145,Adycha river (slope),FALSE,65.8,137.25,,1991,1991,1580,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Adycha river (slope) - LAGM - ITRDB RUSS145,"Schweingruber, F.H.",https://doi.org/10.25921/qtdw-va05,FALSE
database_itrdb_russ146,Adycha river (bog),FALSE,65.8,137.25,,1991,1991,1481,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Adycha river (bog) - LAGM - ITRDB RUSS146,"Schweingruber, F.H.",https://doi.org/10.25921/qtjt-va17,FALSE
database_itrdb_russ147,Balygichan Ebene,FALSE,62.13,155.03,,1994,1994,1576,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Balygichan Ebene - LAGM - ITRDB RUSS147,"Schweingruber, F.H.",https://doi.org/10.25921/7e6q-9k27,FALSE
database_itrdb_russ148,Balygichan River,FALSE,62.13,154.58,,1994,1994,1497,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Balygichan River - LAGM - ITRDB RUSS148,"Schweingruber, F.H.",https://doi.org/10.25921/e0kr-dq77,FALSE
database_itrdb_russ149,Takhojama,FALSE,60.35,154.12,,1993,1993,1690,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Takhojama - LAGM - ITRDB RUSS149,"Schweingruber, F.H.",https://doi.org/10.25921/e1vv-f658,FALSE
database_itrdb_russ154,Jama river,FALSE,59.78,154,,1994,1994,1705,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Jama river - LAGM - ITRDB RUSS154,"Schweingruber, F.H.",https://doi.org/10.25921/gdpt-9n83,FALSE
database_itrdb_russ162,Ayakli River B,FALSE,69.53,97.53,,1990,1990,1872,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ayakli River B - LAGM - ITRDB RUSS162,"Schweingruber, F.H.",https://doi.org/10.25921/snpy-nr27,FALSE
database_itrdb_russ163,Ary-Ongorbynf-River B,FALSE,71.7,118.58,,1990,1990,1937,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Ary-Ongorbynf-River B - LAGM - ITRDB RUSS163,"Schweingruber, F.H.",https://doi.org/10.25921/ah2m-p719,FALSE
database_itrdb_russ165,Kotuykan River,FALSE,70.6,104.25,,1990,1990,1855,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Kotuykan River - LAGM - ITRDB RUSS165,"Schweingruber, F.H.",https://doi.org/10.25921/a508-4r62,FALSE
database_itrdb_russ166,Popigay B,FALSE,71.9,111.03,,1990,1990,1914,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Popigay B - LAGM - ITRDB RUSS166,"Schweingruber, F.H.",https://doi.org/10.25921/y1n6-3910,FALSE
database_itrdb_russ178,Markovo,FALSE,64.83,169,,1998,1998,1729,Larix,gmelinii,,(Rupr.) Kuzen.,Schweingruber - Markovo - LAGM - ITRDB RUSS178,"Schweingruber, F.H.",https://doi.org/10.25921/bp2s-fp43,FALSE
database_itrdb_russ184,Indigirka,FALSE,70.53,148.15,,1994,1994,1554,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Indigirka - LAGM - ITRDB RUSS184,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/j2qb-cj73,FALSE
database_itrdb_russ185,Lakeside south of Chokurdak,FALSE,70.5,148.13,,1994,1994,1522,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Lakeside south of Chokurdak - LAGM - ITRDB RUSS185,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/ekhq-8z51,FALSE
database_itrdb_russ186,Berelekh,FALSE,70.47,144.27,,1909,1909,1200,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Berelekh - LAGM - ITRDB RUSS186,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/0wck-w102,FALSE
database_itrdb_russ187,Kirlach,FALSE,70.43,143.93,,1994,1994,1493,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Kirlach - LAGM - ITRDB RUSS187,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/624d-d064,FALSE
database_itrdb_russ188,Allayka,FALSE,70.05,146.45,,1994,1994,1572,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Allayka - LAGM - ITRDB RUSS188,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/p5r4-xq69,FALSE
database_itrdb_russ189,Nanjan,FALSE,69.45,150.25,,1994,1994,1500,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Nanjan - LAGM - ITRDB RUSS189,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/hzwq-0c11,FALSE
database_itrdb_russ190,Argaa,FALSE,69.12,150.27,,1930,1930,1259,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Argaa - LAGM - ITRDB RUSS190,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/vnf2-hj40,FALSE
database_itrdb_russ191,Northern Yakutia,FALSE,69.5,147,,1994,1994,1259,Larix,gmelinii,,(Rupr.) Kuzen.,Hughes - Northern Yakutia - LAGM - ITRDB RUSS191,"Hughes, M.K.; Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.",https://doi.org/10.25921/7pam-g067,FALSE
database_itrdb_russ194,Cherskii,FALSE,68.75,161.4167,,2007,2007,1718,Larix,gmelinii,,(Rupr.) Kuzen.,Bunn - Cherskii - LAGM - ITRDB RUSS194,"Bunn, A.G.; Lloyd, A.H.; Berner, L.T.",https://doi.org/10.25921/a3sd-v539,FALSE
database_itrdb_russ195,Dvanieyar,FALSE,68.6667,159.0833,,2007,2007,1840,Larix,gmelinii,,(Rupr.) Kuzen.,Bunn - Dvanieyar - LAGM - ITRDB RUSS195,"Bunn, A.G.; Lloyd, A.H.; Berner, L.T.",https://doi.org/10.25921/eb9h-7j94,FALSE
